sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,customerNo,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,rCount,bMinPriceVariance,bMaxPriceVariance,bMeanVariance,cMeanVariance,order
1139,19,7,431.657,11,29.99,199.99,959.87,1,59.99,59.99,59.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1140,19,7,2021.18,21,299.99,549.99,6999.79,4,299.99,299.99,1199.96,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1141,19,7,1432.161,49,9.99,39.99,683.68,2,13.99,13.99,27.98,?,?,?,25626,600,543,79,4,44,1,236,1,0,0,0,0,0
1142,19,7,1740.077,43,7.99,69.99,557.7,6,7.99,69.99,117.94,5,y,completely orderable,?,?,?,?,?,?,?,?,1,7.88860905221012E-31,7.88860905221012E-31,7.88860905221012E-31,7.88860905221012E-31,0
1143,19,7,6100.315,36,24.99,129.95,1248.61,2,29.99,29.99,59.98,?,y,completely orderable,25627,3000,546,49,22,47,2,21,1,0,0,0,0,1
1144,19,7,2486.244,53,9.99,69.99,2149.28,5,19.99,69.99,299.95,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1145,19,7,165.249,3,8.99,19.99,44.97,3,8.99,19.99,44.97,5,y,completely orderable,25628,5000,531,131,13,52,2,20,1,0,0,0,0,1
1146,19,7,1928.261,2,19.99,19.99,39.98,1,19.99,19.99,19.99,2,y,completely orderable,25629,600,70,19,0,29,2,612,0,0,0,0,0,0
1147,19,7,232.324,3,32.99,39.99,112.97,1,39.99,39.99,39.99,?,?,?,25630,1900,583,223,2,65,2,22,0,0,0,0,0,0
1148,19,7,3010.778,6,59.99,1099.99,1559.94,1,59.99,59.99,59.99,?,y,completely orderable,?,?,?,?,?,?,?,?,0,5.04870979341448E-29,5.04870979341448E-29,5.04870979341448E-29,5.04870979341448E-29,1
1149,19,7,899.626,14,11.99,39.99,381.87,2,29.99,29.99,59.98,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1150,19,7,209.087,3,39.99,49.99,139.97,1,49.99,49.99,49.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1151,19,7,1475.596,32,2.99,20.99,196.73,4,2.99,20.99,36.96,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1152,19,7,3698.268,50,3.99,89.99,2080.9,10,3.99,89.99,421.74,5,y,completely orderable,25631,2900,519,451,15,50,2,25,1,221.2628484429,221.2628484429,221.2628484429,221.2628484429,1
1153,19,7,1092.764,5,199.99,249,1048.96,2,199.99,199.99,399.98,3,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1154,19,7,258.08,13,10,27.99,192.95,2,14.99,15,29.99,5,y,completely orderable,25632,1400,578,220,17,39,2,5,1,1.22448979591832E-05,1.22448979591832E-05,1.22448979591832E-05,1.22448979591832E-05,1
1155,19,7,8292.841,57,1,24.99,548.62,6,5,15,53.95,?,?,?,25633,600,70,9,2,34,2,16,1,0,0,0,0,0
1156,19,7,4706,9,17.99,29.95,95.88,2,17.99,17.99,35.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1157,19,7,260.085,10,12.99,15.99,134.91,2,14.99,15.99,30.98,?,?,?,?,?,?,?,?,?,?,?,1,0.25,0.25,0.25,0.25,0
1158,19,7,2757.936,42,3.99,34.99,667.64,7,3.99,34.99,113.94,?,y,completely orderable,25634,300,548,7,3,49,1,158,1,8.5207100592,8.5207100592,8.5207100592,8.5207100592,1
1159,19,7,5496.219,5,399.99,449.99,1749.96,1,449.99,449.99,449.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1160,19,7,2199.934,32,12.99,99.99,1052.71,7,12.99,24.99,137.93,?,y,completely orderable,25635,1800,567,63,1,46,1,195,1,0.6734693878,0.6734693878,0.6734693878,0.6734693878,1
1161,19,7,141.696,2,549.99,549.99,1099.98,1,549.99,549.99,549.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1162,19,7,28.537,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1163,19,7,1448.815,76,3,20,534,4,3,10,23,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1164,19,7,618.351,10,9.99,29.99,206.4,2,9.99,29.99,39.98,?,?,?,25636,8500,552,268,16,47,2,11,1,0,0,0,0,0
1165,19,7,391.664,8,3.99,25.2,108.35,3,3.99,25.2,49.18,5,y,completely orderable,25637,300,444,6,14,28,1,7,1,52.7266198347,52.7266198347,52.7266198347,52.7266198347,1
1166,19,7,644.826,12,89.99,179.99,1649.68,1,109.99,109.99,109.99,?,y,completely orderable,25638,1700,507,211,10,53,1,42,0,2.01948391736579E-28,2.01948391736579E-28,2.01948391736579E-28,2.01948391736579E-28,1
1167,19,7,1020.402,6,3.99,29.95,67.88,2,3.99,29.95,33.94,5,y,completely orderable,18773,4400,493,109,18,35,1,119,1,66.5601580247,66.5601580247,66.5601580247,66.5601580247,1
1168,19,7,1105.776,7,22.99,69.99,292.93,1,49.99,49.99,49.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1169,19,7,1244.142,14,149.99,559.99,3719.86,3,259.99,559.99,1079.97,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1170,19,7,1932.31,21,7,59.95,404.7,5,7,17.99,59.96,5,y,completely orderable,?,?,?,?,?,?,?,?,1,4.3376650519,4.3376650519,4.3376650519,4.3376650519,1
1171,19,7,1501.071,8,49.99,699.99,2359.92,1,49.99,49.99,49.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1172,19,7,2565.838,39,14.99,69.99,1273.63,4,29.99,29.99,89.97,5,y,completely orderable,25639,2500,522,433,13,80,2,38,1,0,0,0,0,1
1173,19,7,6983.858,44,3.99,1999.99,15073.24,7,3.99,49.99,163.86,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0.0779243056,0.0779243056,0.0779243056,0.0779243056,1
1174,19,7,1953.786,46,9.99,22.99,710.23,15,9.99,19.99,227.77,5,y,completely orderable,?,?,?,?,?,?,?,?,1,1.01144641,1.01144641,1.01144641,1.01144641,1
1175,19,7,46.366,3,10,10,30,1,10,10,10,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1176,19,7,1057.783,3,239.99,239.99,719.97,1,239.99,239.99,239.99,?,y,completely orderable,25640,300,546,3,1,31,1,112,0,0,0,0,0,1
1177,19,7,3619.735,48,3.99,169.99,1502.15,3,19,19,57,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1178,19,7,7325.904,14,64.99,64.99,909.86,3,64.99,64.99,194.97,?,y,completely orderable,25641,600,571,21,1,40,2,135,1,0,0,0,0,1
1179,19,7,689.935,9,299.99,399.99,1099.97,1,399.99,399.99,399.99,?,y,completely orderable,25642,1000,577,74,10,37,2,63,0,0,0,0,0,0
1180,19,7,4161.28,83,6.99,35.95,1309.68,6,10,19.99,84.91,1,y,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1181,19,7,231.909,2,99.99,99.99,199.98,1,99.99,99.99,99.99,?,y,completely orderable,25643,600,546,26,3,40,1,30,0,0,0,0,0,1
1182,19,7,3190.255,9,7,19.99,133.59,9,7,19.99,133.59,?,y,completely orderable,25644,600,546,44,14,54,2,26,1,5.6151715976,5.6151715976,5.6151715976,5.6151715976,1
1183,19,7,1020.705,17,222,349.99,5243.85,1,299.99,299.99,299.99,?,y,completely orderable,25645,700,541,18,7,47,2,571,0,0,0,0,0,1
1184,19,7,26.75,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1185,19,7,3095.889,15,14.99,199.99,1168.87,3,14.99,179.99,212.97,5,y,completely orderable,25646,2500,568,221,10,44,1,14,1,6765.976331361,6765.976331361,6765.976331361,6765.976331361,1
1186,19,7,54.533,4,39.99,39.99,79.98,1,39.99,39.99,39.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1187,19,7,813.49,2,299.99,659.99,959.98,1,659.99,659.99,659.99,?,y,completely orderable,25647,4000,535,359,12,57,1,66,0,0,0,0,0,1
1188,19,7,6.463,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1189,19,7,212.637,4,29.99,29.99,119.96,4,29.99,29.99,119.96,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
1190,19,7,3997.626,8,659,899,5663,1,899,899,899,?,y,completely orderable,25648,2600,491,218,7,37,2,10,0,0,0,0,0,0
1191,19,7,2712.44,118,7.49,39.95,2545.52,17,7.49,39.95,372.59,1,y,completely orderable,25649,1000,80,93,2,37,2,12,1,95.6485138889,95.6485138889,95.6485138889,95.6485138889,0
1192,19,7,4009.597,92,1,149.95,1847.9,7,9.99,29.99,139.93,?,y,completely orderable,25650,600,70,17,1,30,2,368,1,57.7806122449,57.7806122449,57.7806122449,57.7806122449,1
1193,19,7,179.047,10,1,9.99,24.97,1,1,1,1,?,?,?,25651,?,?,?,0,43,2,21,0,0,0,0,0,0
1194,19,7,20998.835,46,1,59.99,751.68,1,8.49,8.49,8.49,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1195,19,7,179.934,6,29.99,29.99,89.97,1,29.99,29.99,29.99,?,?,?,25652,2500,566,426,12,52,2,20,0,0,0,0,0,0
1196,19,7,1916.269,31,8.99,59.99,687.35,1,8.99,8.99,8.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1197,19,7,561.41,2,17.99,29.99,47.98,2,17.99,29.99,47.98,5,y,completely orderable,?,?,?,?,?,?,?,?,1,17.6326530612,17.6326530612,17.6326530612,17.6326530612,1
1198,19,7,830.753,7,17.99,39.99,191.93,2,17.99,39.99,57.98,?,y,completely orderable,25653,800,451,38,13,49,2,14,1,21,21,21,21,1
1199,19,7,500.197,14,9.99,139.99,249.88,4,9.99,9.99,39.96,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1200,19,7,531.63,7,189.99,189.99,759.96,2,189.99,189.99,379.98,5,y,completely orderable,25654,4000,522,49,0,46,1,621,1,8.07793566946316E-28,8.07793566946316E-28,8.07793566946316E-28,8.07793566946316E-28,1
1201,19,7,628.525,7,799.99,799.99,3199.96,1,799.99,799.99,799.99,5,y,completely orderable,25655,300,511,10,16,24,2,20,0,1.29246970711411E-26,1.29246970711411E-26,1.29246970711411E-26,1.29246970711411E-26,1
1202,19,7,987.264,4,54.99,54.99,109.98,1,54.99,54.99,54.99,?,y,completely orderable,25656,800,553,220,0,45,2,479,0,0,0,0,0,0
1203,19,7,298.781,20,12.99,49.95,387.69,4,12.99,49.95,88.92,1,y,completely orderable,25657,600,70,61,2,33,2,436,1,134.9176888889,134.9176888889,134.9176888889,134.9176888889,0
1204,19,7,652.115,12,9.99,29.99,239.88,4,9.99,29.99,79.96,?,y,completely orderable,25658,300,403,0,0,37,1,33,1,0,0,0,0,1
1205,19,7,362.944,1,19.99,19.99,19.99,1,19.99,19.99,19.99,?,y,completely orderable,25659,4000,531,215,1,69,1,39,0,0,0,0,0,1
1206,19,7,192.778,5,9.99,14.99,59.95,5,9.99,14.99,59.95,?,y,completely orderable,25660,1200,512,38,11,43,2,314,1,2.4691358025,2.4691358025,2.4691358025,2.4691358025,1
1207,19,7,1157.204,2,25,59.95,84.95,1,59.95,59.95,59.95,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1208,19,7,1888.469,34,12.99,39.99,658.78,5,19.99,39.99,157.95,5,y,completely orderable,?,?,?,?,?,?,?,?,1,28.4540816327,28.4540816327,28.4540816327,28.4540816327,1
1209,19,7,9301.207,12,9.99,65,302.44,3,11.17,65,89.16,1,y,completely orderable,25661,4000,70,66,1,52,2,436,1,0.621075,0.621075,0.621075,0.621075,0
1210,19,7,959.511,7,1,14.99,32.98,0,?,?,?,1,y,completely not orderable,25662,600,476,21,2,49,2,70,0,0,0,0,0,0
1211,19,7,856.581,13,3.99,699,3719.93,4,3.99,699,716.97,5,y,completely orderable,25663,3000,545,269,19,60,1,10,1,0,0,0,0,1
1212,19,7,309.134,7,19.99,22.99,134.94,1,22.99,22.99,22.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1213,19,7,6.565,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
1214,19,7,5349.843,49,7.99,99.99,1422.88,5,7.99,19.99,75.95,?,y,completely orderable,25664,1000,493,72,8,29,2,24,1,6.6529492455,6.6529492455,6.6529492455,6.6529492455,1
1215,19,7,6039.464,174,7,99.95,4031.68,7,24.99,29.99,196.84,?,?,?,25665,600,578,37,1,34,2,119,1,3.946329,3.946329,3.946329,3.946329,0
1216,19,7,1738.164,42,12.99,44,546.73,7,12.99,24.99,128.93,5,y,completely orderable,25666,2500,578,223,23,51,2,6,1,0.2653061224,0.2653061224,0.2653061224,0.2653061224,1
1217,19,7,890.573,9,3.99,14.99,42.95,2,3.99,9.99,13.98,1,y,?,?,?,?,?,?,?,?,?,1,4.4081632653,4.4081632653,4.4081632653,4.4081632653,0
1218,19,7,153.517,7,399.99,579.99,3769.93,1,579.99,579.99,579.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1219,19,7,406.509,7,34.99,299.99,524.93,2,34.99,39.99,74.98,5,y,completely orderable,25667,4000,530,222,10,59,2,49,1,2.0661157025,2.0661157025,2.0661157025,2.0661157025,1
1220,19,7,1363.03,10,59.95,89.95,809.5,2,89.95,89.95,179.9,?,y,completely orderable,?,?,?,?,?,?,?,?,1,2.01948391736579E-28,2.01948391736579E-28,2.01948391736579E-28,2.01948391736579E-28,1
1221,19,7,360.837,8,9.99,89.99,312.92,8,9.99,89.99,312.92,?,y,completely orderable,25668,4000,525,186,10,56,1,53,1,0,0,0,0,1
1222,19,7,1209.843,12,3.99,22.99,175.88,2,3.99,19.99,23.98,?,y,completely orderable,25669,600,70,27,1,32,1,305,1,0,0,0,0,1
1223,19,7,2441.103,32,14.99,99.99,1006.7,4,14.99,99.99,159.96,?,y,completely orderable,25670,600,417,75,15,55,2,83,1,3.0612244898,3.0612244898,3.0612244898,3.0612244898,0
1224,19,7,1472.095,33,4.95,59.99,569.28,10,4.95,59.99,219.65,5,y,completely orderable,25671,4400,528,407,14,60,2,6,1,59.8957459877,59.8957459877,59.8957459877,59.8957459877,1
1225,19,7,2970.186,49,7.99,25.99,503.38,4,7.99,14.99,47.92,?,y,completely orderable,25672,700,558,203,6,42,2,34,1,1.4481632653,1.4481632653,1.4481632653,1.4481632653,1
1226,19,7,45.903,1,6.99,6.99,6.99,1,6.99,6.99,6.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1227,19,7,597.005,7,19.99,39.99,214.93,7,19.99,39.99,214.93,?,y,completely orderable,25673,600,569,221,6,39,2,180,1,6.2222222222,6.2222222222,6.2222222222,6.2222222222,1
1228,19,7,586.917,5,19.99,69.99,129.96,3,19.99,69.99,89.98,?,y,completely orderable,25674,300,578,7,2,61,1,177,1,555.5555555556,555.5555555556,555.5555555556,555.5555555556,1
1229,19,7,1534.136,29,3,39.99,603.6,3,14.99,24.99,57.97,?,y,completely orderable,25675,4000,557,213,2,42,2,27,1,1.5555555556,1.5555555556,1.5555555556,1.5555555556,1
1230,19,7,9.771,1,6.99,6.99,6.99,1,6.99,6.99,6.99,?,y,completely orderable,47,300,537,5,0,53,1,34,0,0,0,0,0,0
1231,19,7,233.366,7,44.99,44.99,269.94,2,44.99,44.99,89.98,?,y,completely orderable,25676,300,582,4,1,28,2,139,1,0,0,0,0,1
1232,19,7,255.435,11,89.99,249.99,1519.91,1,149.99,149.99,149.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1233,19,7,1765.13,29,5,19.99,348.74,8,9.99,19.99,87.93,5,y,completely orderable,25677,1500,520,219,1,46,2,277,1,7.074829932,7.074829932,7.074829932,7.074829932,1
1234,19,7,1345.085,19,17.99,599,3348.92,1,279,279,279,?,y,completely orderable,25678,500,496,191,21,32,1,27,0,0,0,0,0,1
1235,19,7,648.111,29,9.99,39.99,442.78,2,9.99,39.99,49.98,?,?,?,25679,600,566,20,2,36,2,5,1,0,0,0,0,0
1236,19,7,219.254,3,24.99,24.99,49.98,1,24.99,24.99,24.99,3,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1237,19,7,98.423,2,19.99,19.99,39.98,1,19.99,19.99,19.99,1,y,completely orderable,25680,300,396,0,0,32,2,26,0,0,0,0,0,0
1238,19,7,1596.418,14,79.99,129.99,1451.86,1,99.99,99.99,99.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1239,19,7,2732.264,44,0,49.99,250.85,8,0,49.99,112.94,?,y,completely orderable,25681,900,552,93,4,34,2,267,1,35.702424,35.702424,35.702424,35.702424,1
1240,19,7,3533.396,80,4.99,69.99,1229.63,5,12.99,69.99,181.95,?,y,completely orderable,25682,1200,551,24,9,24,2,342,1,561.5555555556,561.5555555556,561.5555555556,561.5555555556,1
1241,19,7,556.98,9,24.99,59.99,504.71,3,59.95,59.99,179.89,?,y,completely orderable,25683,900,566,77,1,55,1,137,1,0.0001580247,0.0001580247,0.0001580247,0.0001580247,1
1242,19,7,3381.617,86,1,30,614,7,1,15,42,1,y,completely orderable,25684,600,556,11,21,33,3,12,1,0,0,0,0,0
1243,19,7,3260.065,72,99.99,479.99,5959.73,1,149.99,149.99,149.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
1244,19,7,279.02,5,99.99,99.99,299.97,1,99.99,99.99,99.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1245,19,7,1301.637,15,3.99,24.99,265.85,5,3.99,24.99,87.95,5,y,completely orderable,25685,4000,558,329,10,48,2,71,1,2.9955621302,2.9955621302,2.9955621302,2.9955621302,1
1246,19,7,1189.892,11,22.99,34.95,198.85,2,22.99,29.99,52.98,5,y,completely orderable,?,?,?,?,?,?,?,?,1,5.359375,5.359375,5.359375,5.359375,1
1247,19,7,699.053,7,19,29.99,143.99,1,19,19,19,?,?,?,25686,500,504,24,5,21,2,28,0,0,0,0,0,0
1248,19,7,229.614,17,12,19.99,211.99,4,12,12,48,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1249,19,7,191.416,3,29.99,29.99,59.98,1,29.99,29.99,29.99,4,y,completely orderable,25687,600,70,48,0,34,1,371,0,0,0,0,0,0
1250,19,7,1064.341,39,9.99,49.99,879.61,10,12.99,49.99,238.9,?,y,completely orderable,?,?,?,?,?,?,?,?,1,22.0763888889,22.0763888889,22.0763888889,22.0763888889,1
1251,19,7,1196.881,28,19.99,94.95,1661.16,4,29.99,64.99,189.96,?,y,completely orderable,25688,300,491,4,2,46,2,154,1,0,0,0,0,1
1252,19,7,419.667,18,13.99,59.99,437.87,1,59.99,59.99,59.99,?,?,?,25689,800,566,7,5,31,2,58,0,0,0,0,0,0
1253,19,7,38.163,2,49.99,49.99,99.98,1,49.99,49.99,49.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1254,19,7,1389.399,17,29.99,34.99,514.83,4,29.99,29.99,119.96,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1255,19,7,2820.489,32,3.99,249.99,401.29,3,3.99,17.99,39.97,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1256,19,7,13843.824,130,1.99,79.99,2453.71,5,8.99,42.99,136.95,5,y,completely orderable,25690,2500,473,173,2,50,2,62,1,67.734375,67.734375,67.734375,67.734375,1
1257,19,7,38.081,4,34.99,34.99,104.97,1,34.99,34.99,34.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1258,19,7,4625.444,143,1,39.99,1477.5,16,1,39.99,186.86,5,y,completely orderable,25691,1300,516,109,13,41,2,94,1,2.387755102,2.387755102,2.387755102,2.387755102,1
1259,19,7,135.604,3,55.75,469.99,581.49,1,55.75,55.75,55.75,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1260,19,7,1323.884,5,49.99,99.99,449.95,1,99.99,99.99,99.99,1,y,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1261,19,7,4239.339,45,12.99,649,8271.59,14,12.99,649,946.87,5,y,completely orderable,25692,5000,500,219,45,69,2,83,1,16716.5775844991,16716.5775844991,16716.5775844991,16716.5775844991,1
1262,19,7,170.676,3,0.99,189.99,380.97,1,189.99,189.99,189.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1263,19,7,1135.047,25,9.99,47.99,633.67,3,9.99,29.99,69.97,1,y,completely orderable,25693,300,471,5,2,58,1,40,1,0,0,0,0,0
1264,19,7,368.691,7,34.9,59.9,369.3,1,59.9,59.9,59.9,5,y,completely orderable,25694,2500,424,88,17,33,2,6,0,0,0,0,0,1
1265,19,7,911.715,18,4.99,22.99,288.82,8,9.99,22.99,132.92,?,y,completely orderable,25695,300,587,1,3,75,2,41,1,9.958677686,9.958677686,9.958677686,9.958677686,1
1266,19,7,663.166,2,19.99,19.99,39.98,2,19.99,19.99,39.98,5,y,completely orderable,25696,3000,493,154,29,50,2,36,1,0,0,0,0,1
1267,19,7,1606.996,12,666,999,8391,3,666,666,1998,5,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
1268,19,7,4730.474,120,3.99,44.99,1400.03,11,3.99,44.99,218.89,5,y,completely orderable,25697,600,460,329,19,53,2,142,1,48.9688581315,48.9688581315,48.9688581315,48.9688581315,1
1269,19,7,10056.385,35,666,2199.99,49836.74,5,1449,1899.99,8948.96,2,y,completely orderable,?,?,?,?,?,?,?,?,1,35154.1694,35154.1694,35154.1694,35154.1694,0
1270,19,7,295.97,4,14.99,34.99,84.96,4,14.99,34.99,84.96,?,y,completely orderable,25698,600,582,73,1,66,2,11,1,36,36,36,36,1
1271,19,7,2607.319,35,6.99,29.99,446.7,8,6.99,29.99,110.93,5,n,completely orderable,25699,4000,531,262,2,54,1,7,1,0.654432133,0.654432133,0.654432133,0.654432133,0
1272,19,7,1348.54,14,9.99,69.99,554.88,3,9.99,59.99,119.97,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1273,19,7,645.528,4,29.99,29.99,119.96,1,29.99,29.99,29.99,2,y,completely orderable,25700,5000,585,351,2,67,2,21,0,0,0,0,0,0
1274,19,7,2060.323,24,12.99,69.99,641.48,5,12.99,27.95,104.87,?,y,completely orderable,?,?,?,?,?,?,?,?,1,17.3752615385,17.3752615385,17.3752615385,17.3752615385,1
1275,19,7,52.257,2,15.99,15.99,31.98,1,15.99,15.99,15.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1276,19,7,290.817,5,12.99,12.99,51.96,1,12.99,12.99,12.99,?,y,completely orderable,25701,4500,543,389,20,55,2,7,0,0,0,0,0,1
1277,19,7,141.757,7,24.99,24.99,174.93,1,24.99,24.99,24.99,?,?,?,25702,600,493,12,4,36,2,29,0,0,0,0,0,0
1278,19,7,1254.827,22,3.99,19.99,157.89,3,12.99,19.99,47.97,?,?,?,25703,1400,462,38,10,81,1,569,1,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0
1279,19,7,664.754,6,9.99,19.99,99.94,2,9.99,19.99,29.98,?,y,completely orderable,25704,800,543,72,0,53,1,140,1,9,9,9,9,1
1280,19,7,4.222,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1281,19,7,5407.126,55,7,149.95,2609.46,15,24.95,149.95,769.29,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0.4009785124,0.4009785124,0.4009785124,0.4009785124,0
1282,19,7,1299.761,4,139.99,139.99,559.96,1,139.99,139.99,139.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
1283,19,7,1366.958,17,3.99,24.99,185.93,3,10,10,30,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
1284,19,7,128.528,19,9.99,58.82,374.06,19,9.99,58.82,374.06,1,y,completely orderable,25705,600,613,223,5,58,2,69,1,110.4552789116,110.4552789116,110.4552789116,110.4552789116,0
1285,19,7,3878.794,159,1,39.99,1645.35,7,1,14.99,32.98,?,?,?,?,?,?,?,?,?,?,?,1,13.0285918367,13.0285918367,13.0285918367,13.0285918367,0
1286,19,7,8620.806,56,1,69.99,394.86,7,3.99,69.99,135.93,?,y,completely orderable,?,?,?,?,?,?,?,?,1,0.8323424495,0.8323424495,0.8323424495,0.8323424495,1
1287,19,7,430.332,4,74.99,99.99,374.96,1,99.99,99.99,99.99,?,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
1288,19,7,1486.193,7,9.99,9.99,59.94,2,9.99,9.99,19.98,?,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
1289,19,7,2212.969,32,9.99,20.99,450.7,8,9.99,17.99,111.43,5,y,completely orderable,25706,3100,495,88,23,64,1,26,1,4.35684256,4.35684256,4.35684256,4.35684256,1
1290,19,7,2732.221,13,3.99,19.99,163.87,5,3.99,19.99,56.95,?,y,completely orderable,25707,1600,598,142,3,58,2,14,1,0,0,0,0,1
1291,19,7,503.567,3,9.99,9.99,29.97,1,9.99,9.99,9.99,?,y,completely orderable,25708,4000,70,103,2,52,2,272,0,0,0,0,0,1
1292,19,7,1371.343,10,19.99,19.99,199.9,3,19.99,19.99,59.97,?,y,completely orderable,25709,1100,515,36,12,38,2,83,1,0,0,0,0,1
1293,19,7,2285.007,14,9.99,19.99,189.87,3,9.99,14.99,37.97,?,?,?,25710,600,568,9,2,25,2,125,1,2,2,2,2,0
1294,19,7,557.091,17,1,19.99,235.87,4,9.99,19.99,69.96,?,y,completely orderable,25711,1100,579,78,2,28,1,84,1,13.8888888889,13.8888888889,13.8888888889,13.8888888889,1
1295,19,7,5098.012,51,2.99,54.99,762.53,11,2.99,54.99,229.89,?,y,completely orderable,25712,700,484,19,6,25,2,77,1,34.8788927336,34.8788927336,34.8788927336,34.8788927336,1
1296,19,7,1133.626,15,0,459.99,1327.88,6,3.99,459.99,663.94,2,y,completely orderable,?,?,?,?,?,?,?,?,1,166.9135802469,166.9135802469,166.9135802469,166.9135802469,0
1297,19,7,2687.475,71,5.99,99.99,2377.74,5,6.99,69.99,176.95,5,y,completely orderable,25713,600,492,136,20,41,2,11,1,346.6875,346.6875,346.6875,346.6875,1
1298,19,7,1011.824,18,7.99,49.99,597.7,2,34.99,39.99,74.98,5,y,completely orderable,?,?,?,?,?,?,?,?,1,3.0612244898,3.0612244898,3.0612244898,3.0612244898,1
1299,19,7,998.446,5,29.99,529.99,649.95,1,29.99,29.99,29.99,?,y,completely orderable,25714,600,552,56,2,42,1,235,0,0,0,0,0,1
1300,19,7,10990.993,114,59.99,439.99,23378.88,5,99.99,289.99,1019.95,5,y,completely orderable,?,?,?,?,?,?,?,?,1,2275,2275,2275,2275,1
1301,19,7,2140.666,34,4.99,29.99,497.09,8,9.99,29.99,139.73,?,y,completely orderable,25715,2500,500,222,13,56,2,48,1,0,0,0,0,1
